sample_id,kelas,type,repository,commit_hash,path,start_line,end_line,link,n_reviews,ada_ketat,ada_longgar
3699521,feature_envy,function,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalPacket.java,7011,7019,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalPacket.java/#L7011-L7019,1,False,False
3699521,long_method,function,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalPacket.java,7011,7019,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalPacket.java/#L7011-L7019,1,False,False
3699849,god_class,class,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/server/src/main/java/com/alibaba/otter/canal/spi/CanalMetricsService.java,13,47,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/server/src/main/java/com/alibaba/otter/canal/spi/CanalMetricsService.java/#L13-L47,1,False,False
3699849,data_class,class,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/server/src/main/java/com/alibaba/otter/canal/spi/CanalMetricsService.java,13,47,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/server/src/main/java/com/alibaba/otter/canal/spi/CanalMetricsService.java/#L13-L47,1,False,False
3700134,feature_envy,function,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/common/src/main/java/com/alibaba/otter/canal/common/utils/NamedThreadFactory.java,43,48,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/common/src/main/java/com/alibaba/otter/canal/common/utils/NamedThreadFactory.java/#L43-L48,1,False,False
3700134,long_method,function,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/common/src/main/java/com/alibaba/otter/canal/common/utils/NamedThreadFactory.java,43,48,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/common/src/main/java/com/alibaba/otter/canal/common/utils/NamedThreadFactory.java/#L43-L48,1,False,False
3700666,god_class,class,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java,8477,9689,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java/#L8477-L9689,5,False,True
3700666,data_class,class,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java,8477,9689,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java/#L8477-L9689,5,False,True
3701394,feature_envy,function,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/dbsync/src/main/java/com/taobao/tddl/dbsync/binlog/LogBuffer.java,441,449,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/dbsync/src/main/java/com/taobao/tddl/dbsync/binlog/LogBuffer.java/#L441-L449,1,False,False
3701394,long_method,function,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/dbsync/src/main/java/com/taobao/tddl/dbsync/binlog/LogBuffer.java,441,449,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/dbsync/src/main/java/com/taobao/tddl/dbsync/binlog/LogBuffer.java/#L441-L449,1,False,False
3701417,feature_envy,function,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/dbsync/src/main/java/com/taobao/tddl/dbsync/binlog/LogBuffer.java,791,800,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/dbsync/src/main/java/com/taobao/tddl/dbsync/binlog/LogBuffer.java/#L791-L800,1,False,False
3701417,long_method,function,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/dbsync/src/main/java/com/taobao/tddl/dbsync/binlog/LogBuffer.java,791,800,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/dbsync/src/main/java/com/taobao/tddl/dbsync/binlog/LogBuffer.java/#L791-L800,1,False,False
3701614,feature_envy,function,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java,956,963,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java/#L956-L963,1,False,False
3701614,long_method,function,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java,956,963,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java/#L956-L963,1,False,False
3702984,god_class,class,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/client-adapter/hbase/src/main/java/com/alibaba/otter/canal/client/adapter/hbase/support/PhTypeUtil.java,21,609,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/client-adapter/hbase/src/main/java/com/alibaba/otter/canal/client/adapter/hbase/support/PhTypeUtil.java/#L21-L609,3,False,True
3702984,data_class,class,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/client-adapter/hbase/src/main/java/com/alibaba/otter/canal/client/adapter/hbase/support/PhTypeUtil.java,21,609,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/client-adapter/hbase/src/main/java/com/alibaba/otter/canal/client/adapter/hbase/support/PhTypeUtil.java/#L21-L609,3,False,False
3703084,feature_envy,function,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java,2389,2394,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java/#L2389-L2394,1,False,False
3703084,long_method,function,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java,2389,2394,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/protocol/src/main/java/com/alibaba/otter/canal/protocol/CanalEntry.java/#L2389-L2394,1,False,False
3705164,god_class,class,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/protocol/src/main/java/com/alibaba/otter/canal/protocol/ClientIdentity.java,14,105,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/protocol/src/main/java/com/alibaba/otter/canal/protocol/ClientIdentity.java/#L14-L105,1,False,False
3705164,data_class,class,git@github.com:alibaba/canal.git,08167c95c767fd3c9879584c0230820a8476a7a7,/protocol/src/main/java/com/alibaba/otter/canal/protocol/ClientIdentity.java,14,105,https://github.com/alibaba/canal/blob/08167c95c767fd3c9879584c0230820a8476a7a7/protocol/src/main/java/com/alibaba/otter/canal/protocol/ClientIdentity.java/#L14-L105,1,False,False
3709545,feature_envy,function,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/aapt/Resources.java,1339,1345,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/aapt/Resources.java/#L1339-L1345,1,False,False
3709545,long_method,function,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/aapt/Resources.java,1339,1345,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/aapt/Resources.java/#L1339-L1345,1,False,False
3710201,god_class,class,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dex/Leb128.java,26,161,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dex/Leb128.java/#L26-L161,1,False,False
3710201,data_class,class,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dex/Leb128.java,26,161,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dex/Leb128.java/#L26-L161,1,False,False
3711605,god_class,class,git@github.com:alibaba/java-dns-cache-manipulator.git,eab50ee5c27671f9159b55458301f9429b2fcc47,/.mvn/wrapper/MavenWrapperDownloader.java,25,110,https://github.com/alibaba/java-dns-cache-manipulator/blob/eab50ee5c27671f9159b55458301f9429b2fcc47/.mvn/wrapper/MavenWrapperDownloader.java/#L25-L110,2,False,True
3711605,data_class,class,git@github.com:alibaba/java-dns-cache-manipulator.git,eab50ee5c27671f9159b55458301f9429b2fcc47,/.mvn/wrapper/MavenWrapperDownloader.java,25,110,https://github.com/alibaba/java-dns-cache-manipulator/blob/eab50ee5c27671f9159b55458301f9429b2fcc47/.mvn/wrapper/MavenWrapperDownloader.java/#L25-L110,2,False,False
3715636,god_class,class,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/tools/bundleinfo/model/BasicBundleInfo.java,220,365,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/tools/bundleinfo/model/BasicBundleInfo.java/#L220-L365,2,False,False
3715636,data_class,class,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/tools/bundleinfo/model/BasicBundleInfo.java,220,365,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/tools/bundleinfo/model/BasicBundleInfo.java/#L220-L365,2,True,True
3717506,god_class,class,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-core/src/main/java/org/osgi/framework/BundleListener.java,24,32,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-core/src/main/java/org/osgi/framework/BundleListener.java/#L24-L32,1,False,False
3717506,data_class,class,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-core/src/main/java/org/osgi/framework/BundleListener.java,24,32,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-core/src/main/java/org/osgi/framework/BundleListener.java/#L24-L32,1,False,False
3717549,feature_envy,function,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dx/merge/IndexMap.java,160,162,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dx/merge/IndexMap.java/#L160-L162,1,False,False
3717549,long_method,function,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dx/merge/IndexMap.java,160,162,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dx/merge/IndexMap.java/#L160-L162,1,False,False
3717906,feature_envy,function,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-core/src/main/java/android/taobao/atlas/framework/bundlestorage/BundleArchiveRevision.java,301,332,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-core/src/main/java/android/taobao/atlas/framework/bundlestorage/BundleArchiveRevision.java/#L301-L332,2,False,False
3717906,long_method,function,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-core/src/main/java/android/taobao/atlas/framework/bundlestorage/BundleArchiveRevision.java,301,332,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-core/src/main/java/android/taobao/atlas/framework/bundlestorage/BundleArchiveRevision.java/#L301-L332,2,False,True
3719020,feature_envy,function,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dx/command/dexer/Main.java,1879,1885,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dx/command/dexer/Main.java/#L1879-L1885,1,False,False
3719020,long_method,function,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dx/command/dexer/Main.java,1879,1885,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dx/command/dexer/Main.java/#L1879-L1885,1,False,False
3721456,god_class,class,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/tools/r8/dex/AtlasVirtualFile.java,721,795,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/tools/r8/dex/AtlasVirtualFile.java/#L721-L795,1,False,False
3721456,data_class,class,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/tools/r8/dex/AtlasVirtualFile.java,721,795,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/tools/r8/dex/AtlasVirtualFile.java/#L721-L795,1,False,False
3722097,feature_envy,function,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-core/src/main/java/android/taobao/atlas/runtime/newcomponent/IntentResolver.java,461,489,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-core/src/main/java/android/taobao/atlas/runtime/newcomponent/IntentResolver.java/#L461-L489,1,False,False
3722097,long_method,function,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-core/src/main/java/android/taobao/atlas/runtime/newcomponent/IntentResolver.java,461,489,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-core/src/main/java/android/taobao/atlas/runtime/newcomponent/IntentResolver.java/#L461-L489,1,False,False
3722557,feature_envy,function,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/aapt/Resources.java,8680,8684,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/aapt/Resources.java/#L8680-L8684,1,False,False
3722557,long_method,function,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/aapt/Resources.java,8680,8684,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/atlas-plugin/src/main/java/com/android/aapt/Resources.java/#L8680-L8684,1,False,False
3723043,god_class,class,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/extension/MultiDexConfig.java,220,302,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/extension/MultiDexConfig.java/#L220-L302,3,False,False
3723043,data_class,class,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/extension/MultiDexConfig.java,220,302,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/extension/MultiDexConfig.java/#L220-L302,3,True,True
3724040,feature_envy,function,git@github.com:alibaba/jvm-sandbox.git,5ff3554ce2fcbe5eb9dd0ecc01c31a1d53c3c12e,/sandbox-core/src/main/java/com/alibaba/jvm/sandbox/core/util/SandboxStringUtils.java,65,70,https://github.com/alibaba/jvm-sandbox/blob/5ff3554ce2fcbe5eb9dd0ecc01c31a1d53c3c12e/sandbox-core/src/main/java/com/alibaba/jvm/sandbox/core/util/SandboxStringUtils.java/#L65-L70,1,False,False
3724040,long_method,function,git@github.com:alibaba/jvm-sandbox.git,5ff3554ce2fcbe5eb9dd0ecc01c31a1d53c3c12e,/sandbox-core/src/main/java/com/alibaba/jvm/sandbox/core/util/SandboxStringUtils.java,65,70,https://github.com/alibaba/jvm-sandbox/blob/5ff3554ce2fcbe5eb9dd0ecc01c31a1d53c3c12e/sandbox-core/src/main/java/com/alibaba/jvm/sandbox/core/util/SandboxStringUtils.java/#L65-L70,1,False,False
3725026,feature_envy,function,git@github.com:alibaba/jvm-sandbox.git,5ff3554ce2fcbe5eb9dd0ecc01c31a1d53c3c12e,/sandbox-core/src/main/java/com/alibaba/jvm/sandbox/core/enhance/weaver/SingleEventFactory.java,130,140,https://github.com/alibaba/jvm-sandbox/blob/5ff3554ce2fcbe5eb9dd0ecc01c31a1d53c3c12e/sandbox-core/src/main/java/com/alibaba/jvm/sandbox/core/enhance/weaver/SingleEventFactory.java/#L130-L140,3,False,False
3725026,long_method,function,git@github.com:alibaba/jvm-sandbox.git,5ff3554ce2fcbe5eb9dd0ecc01c31a1d53c3c12e,/sandbox-core/src/main/java/com/alibaba/jvm/sandbox/core/enhance/weaver/SingleEventFactory.java,130,140,https://github.com/alibaba/jvm-sandbox/blob/5ff3554ce2fcbe5eb9dd0ecc01c31a1d53c3c12e/sandbox-core/src/main/java/com/alibaba/jvm/sandbox/core/enhance/weaver/SingleEventFactory.java/#L130-L140,4,False,False
3725378,feature_envy,function,git@github.com:alibaba/jvm-sandbox.git,5ff3554ce2fcbe5eb9dd0ecc01c31a1d53c3c12e,/sandbox-core/src/main/java/com/alibaba/jvm/sandbox/core/util/matcher/structure/ClassStructureImplByAsm.java,397,415,https://github.com/alibaba/jvm-sandbox/blob/5ff3554ce2fcbe5eb9dd0ecc01c31a1d53c3c12e/sandbox-core/src/main/java/com/alibaba/jvm/sandbox/core/util/matcher/structure/ClassStructureImplByAsm.java/#L397-L415,1,False,False
3725378,long_method,function,git@github.com:alibaba/jvm-sandbox.git,5ff3554ce2fcbe5eb9dd0ecc01c31a1d53c3c12e,/sandbox-core/src/main/java/com/alibaba/jvm/sandbox/core/util/matcher/structure/ClassStructureImplByAsm.java,397,415,https://github.com/alibaba/jvm-sandbox/blob/5ff3554ce2fcbe5eb9dd0ecc01c31a1d53c3c12e/sandbox-core/src/main/java/com/alibaba/jvm/sandbox/core/util/matcher/structure/ClassStructureImplByAsm.java/#L397-L415,1,False,False
3725605,god_class,class,git@github.com:alibaba/jvm-sandbox.git,5ff3554ce2fcbe5eb9dd0ecc01c31a1d53c3c12e,/sandbox-core/src/main/java/com/alibaba/jvm/sandbox/core/util/matcher/structure/ClassStructureImplByJDK.java,109,252,https://github.com/alibaba/jvm-sandbox/blob/5ff3554ce2fcbe5eb9dd0ecc01c31a1d53c3c12e/sandbox-core/src/main/java/com/alibaba/jvm/sandbox/core/util/matcher/structure/ClassStructureImplByJDK.java/#L109-L252,2,False,True
3725605,data_class,class,git@github.com:alibaba/jvm-sandbox.git,5ff3554ce2fcbe5eb9dd0ecc01c31a1d53c3c12e,/sandbox-core/src/main/java/com/alibaba/jvm/sandbox/core/util/matcher/structure/ClassStructureImplByJDK.java,109,252,https://github.com/alibaba/jvm-sandbox/blob/5ff3554ce2fcbe5eb9dd0ecc01c31a1d53c3c12e/sandbox-core/src/main/java/com/alibaba/jvm/sandbox/core/util/matcher/structure/ClassStructureImplByJDK.java/#L109-L252,2,False,False
3727271,god_class,class,git@github.com:alibaba/druid.git,768469fe4d1340efe1036453366a58c9ab7e30d1,/src/main/java/com/alibaba/druid/pool/DruidPooledCallableStatement.java,40,1089,https://github.com/alibaba/druid/blob/768469fe4d1340efe1036453366a58c9ab7e30d1/src/main/java/com/alibaba/druid/pool/DruidPooledCallableStatement.java/#L40-L1089,3,False,False
3727271,data_class,class,git@github.com:alibaba/druid.git,768469fe4d1340efe1036453366a58c9ab7e30d1,/src/main/java/com/alibaba/druid/pool/DruidPooledCallableStatement.java,40,1089,https://github.com/alibaba/druid/blob/768469fe4d1340efe1036453366a58c9ab7e30d1/src/main/java/com/alibaba/druid/pool/DruidPooledCallableStatement.java/#L40-L1089,3,True,True
3727277,feature_envy,function,git@github.com:alibaba/druid.git,768469fe4d1340efe1036453366a58c9ab7e30d1,/src/main/java/com/alibaba/druid/pool/DruidPooledCallableStatement.java,80,87,https://github.com/alibaba/druid/blob/768469fe4d1340efe1036453366a58c9ab7e30d1/src/main/java/com/alibaba/druid/pool/DruidPooledCallableStatement.java/#L80-L87,1,False,False
3727277,long_method,function,git@github.com:alibaba/druid.git,768469fe4d1340efe1036453366a58c9ab7e30d1,/src/main/java/com/alibaba/druid/pool/DruidPooledCallableStatement.java,80,87,https://github.com/alibaba/druid/blob/768469fe4d1340efe1036453366a58c9ab7e30d1/src/main/java/com/alibaba/druid/pool/DruidPooledCallableStatement.java/#L80-L87,1,False,False
