id,language,label,scan_path,status
java_god_class_034,java,god_class,java/java_god_class_034.java,ok
java_god_class_035,java,god_class,java/java_god_class_035.java,ok
java_god_class_036,java,god_class,java/java_god_class_036.java,ok
java_god_class_037,java,god_class,java/java_god_class_037.java,ok
java_god_class_038,java,god_class,java/java_god_class_038.java,ok
java_god_class_039,java,god_class,java/java_god_class_039.java,ok
java_god_class_040,java,god_class,java/java_god_class_040.java,ok
java_god_class_041,java,god_class,java/java_god_class_041.java,ok
java_god_class_042,java,god_class,java/java_god_class_042.java,ok
java_long_method_001,java,long_method,java/java_long_method_001.java,ok
java_long_method_002,java,long_method,java/java_long_method_002.java,ok
java_long_method_003,java,long_method,java/java_long_method_003.java,ok
java_long_method_004,java,long_method,java/java_long_method_004.java,ok
java_long_method_005,java,long_method,java/java_long_method_005.java,ok
java_long_method_006,java,long_method,java/java_long_method_006.java,ok
java_long_method_007,java,long_method,java/java_long_method_007.java,ok
java_long_method_008,java,long_method,java/java_long_method_008.java,ok
java_long_method_009,java,long_method,java/java_long_method_009.java,ok
java_long_method_010,java,long_method,java/java_long_method_010.java,ok
java_long_method_011,java,long_method,java/java_long_method_011.java,ok
java_long_method_012,java,long_method,java/java_long_method_012.java,ok
java_long_method_013,java,long_method,java/java_long_method_013.java,ok
java_long_method_014,java,long_method,java/java_long_method_014.java,ok
java_long_method_015,java,long_method,java/java_long_method_015.java,ok
java_long_method_016,java,long_method,java/java_long_method_016.java,ok
java_long_method_017,java,long_method,java/java_long_method_017.java,ok
java_long_method_018,java,long_method,java/java_long_method_018.java,ok
java_long_method_019,java,long_method,java/java_long_method_019.java,ok
java_long_method_020,java,long_method,java/java_long_method_020.java,ok
java_long_method_021,java,long_method,java/java_long_method_021.java,ok
java_long_method_022,java,long_method,java/java_long_method_022.java,ok
java_long_method_023,java,long_method,java/java_long_method_023.java,ok
java_long_method_024,java,long_method,java/java_long_method_024.java,ok
java_long_method_025,java,long_method,java/java_long_method_025.java,ok
java_long_method_026,java,long_method,java/java_long_method_026.java,ok
java_long_method_027,java,long_method,java/java_long_method_027.java,ok
java_long_method_028,java,long_method,java/java_long_method_028.java,ok
java_long_method_029,java,long_method,java/java_long_method_029.java,ok
java_long_method_030,java,long_method,java/java_long_method_030.java,ok
java_long_method_031,java,long_method,java/java_long_method_031.java,ok
java_long_method_032,java,long_method,java/java_long_method_032.java,ok
java_long_method_033,java,long_method,java/java_long_method_033.java,ok
java_long_method_034,java,long_method,java/java_long_method_034.java,ok
java_long_method_035,java,long_method,java/java_long_method_035.java,ok
java_long_method_036,java,long_method,java/java_long_method_036.java,ok
java_long_method_037,java,long_method,java/java_long_method_037.java,ok
java_long_method_038,java,long_method,java/java_long_method_038.java,ok
java_long_method_039,java,long_method,java/java_long_method_039.java,ok
java_long_method_040,java,long_method,java/java_long_method_040.java,ok
java_long_method_041,java,long_method,java/java_long_method_041.java,ok
java_long_method_042,java,long_method,java/java_long_method_042.java,ok
java_long_parameter_list_001,java,long_parameter_list,java/java_long_parameter_list_001.java,ok
java_long_parameter_list_002,java,long_parameter_list,java/java_long_parameter_list_002.java,ok
java_long_parameter_list_003,java,long_parameter_list,java/java_long_parameter_list_003.java,ok
java_long_parameter_list_004,java,long_parameter_list,java/java_long_parameter_list_004.java,ok
java_long_parameter_list_005,java,long_parameter_list,java/java_long_parameter_list_005.java,ok
java_long_parameter_list_006,java,long_parameter_list,java/java_long_parameter_list_006.java,ok
java_long_parameter_list_007,java,long_parameter_list,java/java_long_parameter_list_007.java,ok
java_long_parameter_list_008,java,long_parameter_list,java/java_long_parameter_list_008.java,ok
java_long_parameter_list_009,java,long_parameter_list,java/java_long_parameter_list_009.java,ok
java_long_parameter_list_010,java,long_parameter_list,java/java_long_parameter_list_010.java,ok
java_long_parameter_list_011,java,long_parameter_list,java/java_long_parameter_list_011.java,ok
java_long_parameter_list_012,java,long_parameter_list,java/java_long_parameter_list_012.java,ok
java_long_parameter_list_013,java,long_parameter_list,java/java_long_parameter_list_013.java,ok
java_long_parameter_list_014,java,long_parameter_list,java/java_long_parameter_list_014.java,ok
java_long_parameter_list_015,java,long_parameter_list,java/java_long_parameter_list_015.java,ok
java_long_parameter_list_016,java,long_parameter_list,java/java_long_parameter_list_016.java,ok
java_long_parameter_list_017,java,long_parameter_list,java/java_long_parameter_list_017.java,ok
java_long_parameter_list_018,java,long_parameter_list,java/java_long_parameter_list_018.java,ok
java_long_parameter_list_019,java,long_parameter_list,java/java_long_parameter_list_019.java,ok
java_long_parameter_list_020,java,long_parameter_list,java/java_long_parameter_list_020.java,ok
java_long_parameter_list_021,java,long_parameter_list,java/java_long_parameter_list_021.java,ok
java_long_parameter_list_022,java,long_parameter_list,java/java_long_parameter_list_022.java,ok
java_long_parameter_list_023,java,long_parameter_list,java/java_long_parameter_list_023.java,ok
java_long_parameter_list_024,java,long_parameter_list,java/java_long_parameter_list_024.java,ok
java_long_parameter_list_025,java,long_parameter_list,java/java_long_parameter_list_025.java,ok
java_long_parameter_list_026,java,long_parameter_list,java/java_long_parameter_list_026.java,ok
java_long_parameter_list_027,java,long_parameter_list,java/java_long_parameter_list_027.java,ok
java_long_parameter_list_028,java,long_parameter_list,java/java_long_parameter_list_028.java,ok
java_long_parameter_list_029,java,long_parameter_list,java/java_long_parameter_list_029.java,ok
java_long_parameter_list_030,java,long_parameter_list,java/java_long_parameter_list_030.java,ok
java_long_parameter_list_031,java,long_parameter_list,java/java_long_parameter_list_031.java,ok
java_long_parameter_list_032,java,long_parameter_list,java/java_long_parameter_list_032.java,ok
java_long_parameter_list_033,java,long_parameter_list,java/java_long_parameter_list_033.java,ok
java_long_parameter_list_034,java,long_parameter_list,java/java_long_parameter_list_034.java,ok
java_long_parameter_list_035,java,long_parameter_list,java/java_long_parameter_list_035.java,ok
java_long_parameter_list_036,java,long_parameter_list,java/java_long_parameter_list_036.java,ok
java_long_parameter_list_037,java,long_parameter_list,java/java_long_parameter_list_037.java,ok
java_long_parameter_list_038,java,long_parameter_list,java/java_long_parameter_list_038.java,ok
java_long_parameter_list_039,java,long_parameter_list,java/java_long_parameter_list_039.java,ok
java_long_parameter_list_040,java,long_parameter_list,java/java_long_parameter_list_040.java,ok
java_long_parameter_list_041,java,long_parameter_list,java/java_long_parameter_list_041.java,ok
java_long_parameter_list_042,java,long_parameter_list,java/java_long_parameter_list_042.java,ok
java_non_smells_001,java,non_smells,java/java_non_smells_001.java,ok
java_non_smells_002,java,non_smells,java/java_non_smells_002.java,ok
java_non_smells_003,java,non_smells,java/java_non_smells_003.java,ok
java_non_smells_004,java,non_smells,java/java_non_smells_004.java,ok
java_non_smells_005,java,non_smells,java/java_non_smells_005.java,ok
java_non_smells_006,java,non_smells,java/java_non_smells_006.java,ok
java_non_smells_007,java,non_smells,java/java_non_smells_007.java,ok
java_non_smells_008,java,non_smells,java/java_non_smells_008.java,ok
java_non_smells_009,java,non_smells,java/java_non_smells_009.java,ok
java_non_smells_010,java,non_smells,java/java_non_smells_010.java,ok
java_non_smells_011,java,non_smells,java/java_non_smells_011.java,ok
java_non_smells_012,java,non_smells,java/java_non_smells_012.java,ok
java_non_smells_013,java,non_smells,java/java_non_smells_013.java,ok
java_non_smells_014,java,non_smells,java/java_non_smells_014.java,ok
java_non_smells_015,java,non_smells,java/java_non_smells_015.java,ok
java_non_smells_016,java,non_smells,java/java_non_smells_016.java,ok
java_non_smells_017,java,non_smells,java/java_non_smells_017.java,ok
java_non_smells_018,java,non_smells,java/java_non_smells_018.java,ok
java_non_smells_019,java,non_smells,java/java_non_smells_019.java,ok
java_non_smells_020,java,non_smells,java/java_non_smells_020.java,ok
java_non_smells_021,java,non_smells,java/java_non_smells_021.java,ok
java_non_smells_022,java,non_smells,java/java_non_smells_022.java,ok
java_non_smells_023,java,non_smells,java/java_non_smells_023.java,ok
java_non_smells_024,java,non_smells,java/java_non_smells_024.java,ok
java_non_smells_025,java,non_smells,java/java_non_smells_025.java,ok
java_non_smells_026,java,non_smells,java/java_non_smells_026.java,ok
java_non_smells_027,java,non_smells,java/java_non_smells_027.java,ok
java_non_smells_028,java,non_smells,java/java_non_smells_028.java,ok
java_non_smells_029,java,non_smells,java/java_non_smells_029.java,ok
java_non_smells_030,java,non_smells,java/java_non_smells_030.java,ok
java_non_smells_031,java,non_smells,java/java_non_smells_031.java,ok
java_non_smells_032,java,non_smells,java/java_non_smells_032.java,ok
java_non_smells_033,java,non_smells,java/java_non_smells_033.java,ok
java_non_smells_034,java,non_smells,java/java_non_smells_034.java,ok
java_non_smells_035,java,non_smells,java/java_non_smells_035.java,ok
java_non_smells_036,java,non_smells,java/java_non_smells_036.java,ok
java_non_smells_037,java,non_smells,java/java_non_smells_037.java,ok
java_non_smells_038,java,non_smells,java/java_non_smells_038.java,ok
java_non_smells_039,java,non_smells,java/java_non_smells_039.java,ok
java_non_smells_040,java,non_smells,java/java_non_smells_040.java,ok
java_non_smells_041,java,non_smells,java/java_non_smells_041.java,ok
java_non_smells_042,java,non_smells,java/java_non_smells_042.java,ok
python_data_class_001,python,data_class,python/python_data_class_001.py,ok
python_data_class_002,python,data_class,python/python_data_class_002.py,ok
python_data_class_003,python,data_class,python/python_data_class_003.py,ok
python_data_class_004,python,data_class,python/python_data_class_004.py,ok
python_data_class_005,python,data_class,python/python_data_class_005.py,ok
python_data_class_006,python,data_class,python/python_data_class_006.py,ok
python_data_class_007,python,data_class,python/python_data_class_007.py,ok
python_data_class_008,python,data_class,python/python_data_class_008.py,ok
python_data_class_009,python,data_class,python/python_data_class_009.py,ok
python_data_class_010,python,data_class,python/python_data_class_010.py,ok
python_data_class_011,python,data_class,python/python_data_class_011.py,ok
python_data_class_012,python,data_class,python/python_data_class_012.py,ok
python_data_class_013,python,data_class,python/python_data_class_013.py,ok
python_data_class_014,python,data_class,python/python_data_class_014.py,ok
python_data_class_015,python,data_class,python/python_data_class_015.py,ok
python_data_class_016,python,data_class,python/python_data_class_016.py,ok
python_data_class_017,python,data_class,python/python_data_class_017.py,ok
python_data_class_018,python,data_class,python/python_data_class_018.py,ok
python_data_class_019,python,data_class,python/python_data_class_019.py,ok
python_data_class_020,python,data_class,python/python_data_class_020.py,ok
python_data_class_021,python,data_class,python/python_data_class_021.py,ok
python_data_class_022,python,data_class,python/python_data_class_022.py,ok
python_data_class_023,python,data_class,python/python_data_class_023.py,ok
python_data_class_024,python,data_class,python/python_data_class_024.py,ok
python_feature_envy_001,python,feature_envy,python/python_feature_envy_001.py,ok
python_feature_envy_002,python,feature_envy,python/python_feature_envy_002.py,ok
python_feature_envy_003,python,feature_envy,python/python_feature_envy_003.py,ok
python_feature_envy_004,python,feature_envy,python/python_feature_envy_004.py,ok
python_feature_envy_005,python,feature_envy,python/python_feature_envy_005.py,ok
python_feature_envy_006,python,feature_envy,python/python_feature_envy_006.py,ok
python_feature_envy_007,python,feature_envy,python/python_feature_envy_007.py,ok
python_feature_envy_008,python,feature_envy,python/python_feature_envy_008.py,ok
python_feature_envy_009,python,feature_envy,python/python_feature_envy_009.py,ok
python_feature_envy_010,python,feature_envy,python/python_feature_envy_010.py,ok
python_feature_envy_011,python,feature_envy,python/python_feature_envy_011.py,ok
python_feature_envy_012,python,feature_envy,python/python_feature_envy_012.py,ok
python_feature_envy_013,python,feature_envy,python/python_feature_envy_013.py,ok
python_feature_envy_014,python,feature_envy,python/python_feature_envy_014.py,ok
python_feature_envy_015,python,feature_envy,python/python_feature_envy_015.py,ok
python_feature_envy_016,python,feature_envy,python/python_feature_envy_016.py,ok
python_feature_envy_017,python,feature_envy,python/python_feature_envy_017.py,ok
python_feature_envy_018,python,feature_envy,python/python_feature_envy_018.py,ok
python_feature_envy_019,python,feature_envy,python/python_feature_envy_019.py,ok
python_feature_envy_020,python,feature_envy,python/python_feature_envy_020.py,ok
python_feature_envy_021,python,feature_envy,python/python_feature_envy_021.py,ok
python_feature_envy_022,python,feature_envy,python/python_feature_envy_022.py,ok
python_feature_envy_023,python,feature_envy,python/python_feature_envy_023.py,ok
python_feature_envy_024,python,feature_envy,python/python_feature_envy_024.py,ok
python_feature_envy_025,python,feature_envy,python/python_feature_envy_025.py,ok
python_feature_envy_026,python,feature_envy,python/python_feature_envy_026.py,ok
python_feature_envy_027,python,feature_envy,python/python_feature_envy_027.py,ok
python_feature_envy_028,python,feature_envy,python/python_feature_envy_028.py,ok
python_feature_envy_029,python,feature_envy,python/python_feature_envy_029.py,ok
python_feature_envy_030,python,feature_envy,python/python_feature_envy_030.py,ok
python_feature_envy_031,python,feature_envy,python/python_feature_envy_031.py,ok
python_feature_envy_032,python,feature_envy,python/python_feature_envy_032.py,ok
python_feature_envy_033,python,feature_envy,python/python_feature_envy_033.py,ok
python_feature_envy_034,python,feature_envy,python/python_feature_envy_034.py,ok
python_feature_envy_035,python,feature_envy,python/python_feature_envy_035.py,ok
python_feature_envy_036,python,feature_envy,python/python_feature_envy_036.py,ok
python_feature_envy_037,python,feature_envy,python/python_feature_envy_037.py,ok
python_feature_envy_038,python,feature_envy,python/python_feature_envy_038.py,ok
python_feature_envy_039,python,feature_envy,python/python_feature_envy_039.py,ok
python_god_class_001,python,god_class,python/python_god_class_001.py,ok
python_god_class_002,python,god_class,python/python_god_class_002.py,ok
python_god_class_003,python,god_class,python/python_god_class_003.py,ok
python_god_class_004,python,god_class,python/python_god_class_004.py,ok
python_god_class_005,python,god_class,python/python_god_class_005.py,ok
python_god_class_006,python,god_class,python/python_god_class_006.py,ok
python_god_class_007,python,god_class,python/python_god_class_007.py,ok
python_god_class_008,python,god_class,python/python_god_class_008.py,ok
python_god_class_009,python,god_class,python/python_god_class_009.py,ok
python_god_class_010,python,god_class,python/python_god_class_010.py,ok
python_god_class_011,python,god_class,python/python_god_class_011.py,ok
python_god_class_012,python,god_class,python/python_god_class_012.py,ok
python_god_class_013,python,god_class,python/python_god_class_013.py,ok
python_god_class_014,python,god_class,python/python_god_class_014.py,ok
python_god_class_015,python,god_class,python/python_god_class_015.py,ok
python_god_class_016,python,god_class,python/python_god_class_016.py,ok
python_god_class_017,python,god_class,python/python_god_class_017.py,ok
python_god_class_018,python,god_class,python/python_god_class_018.py,ok
python_god_class_019,python,god_class,python/python_god_class_019.py,ok
python_god_class_020,python,god_class,python/python_god_class_020.py,ok
python_god_class_021,python,god_class,python/python_god_class_021.py,ok
python_god_class_022,python,god_class,python/python_god_class_022.py,ok
python_god_class_023,python,god_class,python/python_god_class_023.py,ok
python_god_class_024,python,god_class,python/python_god_class_024.py,ok
python_god_class_025,python,god_class,python/python_god_class_025.py,ok
python_god_class_026,python,god_class,python/python_god_class_026.py,ok
python_god_class_027,python,god_class,python/python_god_class_027.py,ok
python_god_class_028,python,god_class,python/python_god_class_028.py,ok
python_god_class_029,python,god_class,python/python_god_class_029.py,ok
python_god_class_030,python,god_class,python/python_god_class_030.py,ok
python_god_class_031,python,god_class,python/python_god_class_031.py,ok
python_god_class_032,python,god_class,python/python_god_class_032.py,ok
python_god_class_033,python,god_class,python/python_god_class_033.py,ok
python_god_class_034,python,god_class,python/python_god_class_034.py,ok
python_god_class_035,python,god_class,python/python_god_class_035.py,ok
python_god_class_036,python,god_class,python/python_god_class_036.py,ok
python_god_class_037,python,god_class,python/python_god_class_037.py,ok
python_god_class_038,python,god_class,python/python_god_class_038.py,ok
python_god_class_039,python,god_class,python/python_god_class_039.py,ok
python_god_class_040,python,god_class,python/python_god_class_040.py,ok
python_long_method_001,python,long_method,python/python_long_method_001.py,ok
python_long_method_002,python,long_method,python/python_long_method_002.py,ok
python_long_method_003,python,long_method,python/python_long_method_003.py,ok
python_long_method_004,python,long_method,python/python_long_method_004.py,ok
python_long_method_005,python,long_method,python/python_long_method_005.py,ok
python_long_method_006,python,long_method,python/python_long_method_006.py,ok
python_long_method_007,python,long_method,python/python_long_method_007.py,ok
python_long_method_008,python,long_method,python/python_long_method_008.py,ok
python_long_method_009,python,long_method,python/python_long_method_009.py,ok
python_long_method_010,python,long_method,python/python_long_method_010.py,ok
python_long_method_011,python,long_method,python/python_long_method_011.py,ok
python_long_method_012,python,long_method,python/python_long_method_012.py,ok
python_long_method_013,python,long_method,python/python_long_method_013.py,ok
python_long_method_014,python,long_method,python/python_long_method_014.py,ok
python_long_method_015,python,long_method,python/python_long_method_015.py,ok
python_long_method_016,python,long_method,python/python_long_method_016.py,ok
python_long_method_017,python,long_method,python/python_long_method_017.py,ok
python_long_method_018,python,long_method,python/python_long_method_018.py,ok
python_long_method_019,python,long_method,python/python_long_method_019.py,ok
python_long_method_020,python,long_method,python/python_long_method_020.py,ok
python_long_method_021,python,long_method,python/python_long_method_021.py,ok
python_long_method_022,python,long_method,python/python_long_method_022.py,ok
python_long_method_023,python,long_method,python/python_long_method_023.py,ok
python_long_method_024,python,long_method,python/python_long_method_024.py,ok
python_long_method_025,python,long_method,python/python_long_method_025.py,ok
python_long_method_026,python,long_method,python/python_long_method_026.py,ok
python_long_method_027,python,long_method,python/python_long_method_027.py,ok
python_long_method_028,python,long_method,python/python_long_method_028.py,ok
python_long_method_029,python,long_method,python/python_long_method_029.py,ok
python_long_method_030,python,long_method,python/python_long_method_030.py,ok
python_long_method_031,python,long_method,python/python_long_method_031.py,ok
python_long_method_032,python,long_method,python/python_long_method_032.py,ok
python_long_method_033,python,long_method,python/python_long_method_033.py,ok
python_long_method_034,python,long_method,python/python_long_method_034.py,ok
python_long_method_035,python,long_method,python/python_long_method_035.py,ok
python_long_method_036,python,long_method,python/python_long_method_036.py,ok
python_long_method_037,python,long_method,python/python_long_method_037.py,ok
python_long_method_038,python,long_method,python/python_long_method_038.py,ok
python_long_method_039,python,long_method,python/python_long_method_039.py,ok
python_long_method_040,python,long_method,python/python_long_method_040.py,ok
python_long_method_041,python,long_method,python/python_long_method_041.py,ok
python_long_method_042,python,long_method,python/python_long_method_042.py,ok
python_long_parameter_list_001,python,long_parameter_list,python/python_long_parameter_list_001.py,ok
python_long_parameter_list_002,python,long_parameter_list,python/python_long_parameter_list_002.py,ok
python_long_parameter_list_003,python,long_parameter_list,python/python_long_parameter_list_003.py,ok
python_long_parameter_list_004,python,long_parameter_list,python/python_long_parameter_list_004.py,ok
python_long_parameter_list_005,python,long_parameter_list,python/python_long_parameter_list_005.py,ok
python_long_parameter_list_006,python,long_parameter_list,python/python_long_parameter_list_006.py,ok
python_long_parameter_list_007,python,long_parameter_list,python/python_long_parameter_list_007.py,ok
python_long_parameter_list_008,python,long_parameter_list,python/python_long_parameter_list_008.py,ok
python_long_parameter_list_009,python,long_parameter_list,python/python_long_parameter_list_009.py,ok
python_long_parameter_list_010,python,long_parameter_list,python/python_long_parameter_list_010.py,ok
python_long_parameter_list_011,python,long_parameter_list,python/python_long_parameter_list_011.py,ok
python_long_parameter_list_012,python,long_parameter_list,python/python_long_parameter_list_012.py,ok
python_long_parameter_list_013,python,long_parameter_list,python/python_long_parameter_list_013.py,ok
python_long_parameter_list_014,python,long_parameter_list,python/python_long_parameter_list_014.py,ok
python_long_parameter_list_015,python,long_parameter_list,python/python_long_parameter_list_015.py,ok
python_long_parameter_list_016,python,long_parameter_list,python/python_long_parameter_list_016.py,ok
python_long_parameter_list_017,python,long_parameter_list,python/python_long_parameter_list_017.py,ok
python_long_parameter_list_018,python,long_parameter_list,python/python_long_parameter_list_018.py,ok
python_long_parameter_list_019,python,long_parameter_list,python/python_long_parameter_list_019.py,ok
python_long_parameter_list_020,python,long_parameter_list,python/python_long_parameter_list_020.py,ok
python_long_parameter_list_021,python,long_parameter_list,python/python_long_parameter_list_021.py,ok
python_long_parameter_list_022,python,long_parameter_list,python/python_long_parameter_list_022.py,ok
python_long_parameter_list_023,python,long_parameter_list,python/python_long_parameter_list_023.py,ok
python_long_parameter_list_024,python,long_parameter_list,python/python_long_parameter_list_024.py,ok
python_long_parameter_list_025,python,long_parameter_list,python/python_long_parameter_list_025.py,ok
python_long_parameter_list_026,python,long_parameter_list,python/python_long_parameter_list_026.py,ok
python_long_parameter_list_027,python,long_parameter_list,python/python_long_parameter_list_027.py,ok
python_long_parameter_list_028,python,long_parameter_list,python/python_long_parameter_list_028.py,ok
python_long_parameter_list_029,python,long_parameter_list,python/python_long_parameter_list_029.py,ok
python_long_parameter_list_030,python,long_parameter_list,python/python_long_parameter_list_030.py,ok
python_long_parameter_list_031,python,long_parameter_list,python/python_long_parameter_list_031.py,ok
python_long_parameter_list_032,python,long_parameter_list,python/python_long_parameter_list_032.py,ok
python_long_parameter_list_033,python,long_parameter_list,python/python_long_parameter_list_033.py,ok
python_long_parameter_list_034,python,long_parameter_list,python/python_long_parameter_list_034.py,ok
python_long_parameter_list_035,python,long_parameter_list,python/python_long_parameter_list_035.py,ok
python_long_parameter_list_036,python,long_parameter_list,python/python_long_parameter_list_036.py,ok
python_long_parameter_list_037,python,long_parameter_list,python/python_long_parameter_list_037.py,ok
python_long_parameter_list_038,python,long_parameter_list,python/python_long_parameter_list_038.py,ok
python_long_parameter_list_039,python,long_parameter_list,python/python_long_parameter_list_039.py,ok
python_long_parameter_list_040,python,long_parameter_list,python/python_long_parameter_list_040.py,ok
python_long_parameter_list_041,python,long_parameter_list,python/python_long_parameter_list_041.py,ok
python_long_parameter_list_042,python,long_parameter_list,python/python_long_parameter_list_042.py,ok
python_non_smells_001,python,non_smells,python/python_non_smells_001.py,ok
python_non_smells_002,python,non_smells,python/python_non_smells_002.py,ok
python_non_smells_003,python,non_smells,python/python_non_smells_003.py,ok
python_non_smells_004,python,non_smells,python/python_non_smells_004.py,ok
python_non_smells_005,python,non_smells,python/python_non_smells_005.py,ok
python_non_smells_006,python,non_smells,python/python_non_smells_006.py,ok
python_non_smells_007,python,non_smells,python/python_non_smells_007.py,ok
