id,language,label,code_path,label_source,source
java_data_class_011,java,data_class,java\data_class\java_data_class_011.java,mlcq,git@github.com:apache/jena.git@1cca775bbf0bb0fd3ee8ac55e31f0f30cdde3b77:/jena-arq/src/main/java/org/apache/jena/sparql/util/IsoMatcher.java:113-122
java_data_class_012,java,data_class,java\data_class\java_data_class_012.java,mlcq,git@github.com:apache/openejb.git@f10c077ade927d73bdbd9ed4cc28b79f58a1cd66:/openejb/container/openejb-jee/src/main/java/org/apache/openejb/jee/was/v6/ecore/EObject.java:57-262
java_data_class_013,java,data_class,java\data_class\java_data_class_013.java,mlcq,git@github.com:apache/phoenix.git@69e5bb0b304a53967cef40b2a4cfc66e69ecaa51:/phoenix-core/src/main/java/org/apache/phoenix/schema/stats/StatisticsCollectionRunTracker.java:129-159
java_data_class_014,java,data_class,java\data_class\java_data_class_014.java,mlcq,git@github.com:apache/servicecomb-java-chassis.git@72cd0e137c4a0c3b899adfa6e19e2fd590743014:/integration-tests/it-common/src/main/java/org/apache/servicecomb/it/schema/User.java:23-76
java_data_class_015,java,data_class,java\data_class\java_data_class_015.java,mlcq,git@github.com:apache/poi.git@351623a86924dab9c565e08e8cecfe151522c448:/src/scratchpad/src/org/apache/poi/hwpf/model/types/LFOAbstractType.java:38-290
java_data_class_016,java,data_class,java\data_class\java_data_class_016.java,mlcq,git@github.com:apache/streams.git@5427e72d02bd7f1904da05cdf033359690d2dd00:/streams-core/src/main/java/org/apache/streams/core/StreamsDatum.java:30-167
java_data_class_017,java,data_class,java\data_class\java_data_class_017.java,mlcq,git@github.com:eclipse/che.git@c5498c2ac562cd8a2fc79a6bb0446d291f05a201:/core/che-core-typescript-dto-maven-plugin/src/main/java/org/eclipse/che/plugin/typescript/dto/model/FieldAttributeModel.java:29-214
java_data_class_018,java,data_class,java\data_class\java_data_class_018.java,mlcq,git@github.com:eclipse/che.git@c5498c2ac562cd8a2fc79a6bb0446d291f05a201:/ide/che-core-ide-api/src/main/java/org/eclipse/che/ide/api/editor/partition/ConstantPartitioner.java:22-103
java_data_class_019,java,data_class,java\data_class\java_data_class_019.java,mlcq,git@github.com:eclipse/hawkbit.git@51be28147f6f575b6c1ab4a5ef84ffd9174f1209:/hawkbit-repository/hawkbit-repository-api/src/main/java/org/eclipse/hawkbit/repository/FilterParams.java:22-123
java_data_class_020,java,data_class,java\data_class\java_data_class_020.java,mlcq,git@github.com:eclipse/jetty.project.git@65528f76c5ef6ddca11385f9721c8f0bc5f2eed7:/jetty-util/src/main/java/org/eclipse/jetty/util/ProcessorUtils.java:27-66
java_data_class_021,java,data_class,java\data_class\java_data_class_021.java,mlcq,git@github.com:facebook/facebook-java-business-sdk.git@561f1a75e1220b55a160a1b92b0187f72be9cd08:/src/main/java/com/facebook/ads/sdk/AdCampaignActivity.java:610-1160
java_data_class_022,java,data_class,java\data_class\java_data_class_022.java,mlcq,git@github.com:google/j2objc.git@471504a735b48d5d4ace51afa1542cc4790a921a:/jre_emul/android/platform/libcore/ojluni/src/main/java/java/security/KeyStore.java:528-564
java_data_class_023,java,data_class,java\data_class\java_data_class_023.java,mlcq,git@github.com:Microsoft/team-explorer-everywhere.git@89ab2a4847aec8ec2afdf36c3f6287dd03bd558d:/source/com.microsoft.tfs.core/src/com/microsoft/tfs/core/clients/versioncontrol/ResolutionOptions.java:17-213
java_data_class_024,java,data_class,java\data_class\java_data_class_024.java,mlcq,git@github.com:Microsoft/team-explorer-everywhere.git@89ab2a4847aec8ec2afdf36c3f6287dd03bd558d:/source/com.microsoft.tfs.core/src/com/microsoft/tfs/core/persistence/LockMode.java:15-36
java_data_class_025,java,data_class,java\data_class\java_data_class_025.java,mlcq,git@github.com:spring-projects/spring-framework.git@3a0f309e2c9fdbbf7fb2d348be861528177f8555:/spring-webmvc/src/main/java/org/springframework/web/servlet/tags/Param.java:32-77
java_data_class_026,java,data_class,java\data_class\java_data_class_026.java,mlcq,git@github.com:spring-projects/spring-roo.git@4a2e9f1eb17d4e49ad947503a63afef7d5a37842:/addon-web-mvc-thymeleaf/addon/src/main/java/org/springframework/roo/addon/web/mvc/thymeleaf/addon/ThymeleafAnnotationValues.java:17-44
java_data_class_027,java,data_class,java\data_class\java_data_class_027.java,mlcq,git@github.com:apache/incubator-druid.git@8ca7cb4886dcaeeaaea3a06aceb9e6d50eeecab5:/indexing-service/src/main/java/org/apache/druid/indexing/worker/WorkerHistoryItem.java:64-89
java_data_class_028,java,data_class,java\data_class\java_data_class_028.java,mlcq,git@github.com:apache/geode.git@8fd839e8b73e40bd2dfd14f331b587431bd35a66:/geode-core/src/main/java/org/apache/geode/internal/cache/DiskId.java:531-564
java_data_class_029,java,data_class,java\data_class\java_data_class_029.java,mlcq,git@github.com:apache/geode.git@8fd839e8b73e40bd2dfd14f331b587431bd35a66:/geode-core/src/main/java/org/apache/geode/management/internal/beans/MemberMBeanBridge.java:119-1725
java_data_class_030,java,data_class,java\data_class\java_data_class_030.java,mlcq,git@github.com:apache/activemq.git@ccf56875b0660214e0a61bd2f8adc418143551fc:/activemq-kahadb-store/src/main/java/org/apache/activemq/store/kahadb/MessageDatabase.java:2313-2340
java_data_class_031,java,data_class,java\data_class\java_data_class_031.java,mlcq,git@github.com:apache/activemq.git@ccf56875b0660214e0a61bd2f8adc418143551fc:/activemq-broker/src/main/java/org/apache/activemq/broker/TransportConnectionState.java:27-74
java_data_class_032,java,data_class,java\data_class\java_data_class_032.java,mlcq,git@github.com:apache/commons-jelly.git@48c008cc2328402e0976295625b32c5197ba2324:/jelly-tags/define/src/main/java/org/apache/commons/jelly/tags/define/TagTag.java:32-57
java_data_class_033,java,data_class,java\data_class\java_data_class_033.java,mlcq,git@github.com:apache/james-project.git@fa24a096a5853459c3769a34ccc68feb91626bfa:/server/testing/src/main/java/org/apache/james/junit/TemporaryFolderExtension.java:34-79
java_data_class_034,java,data_class,java\data_class\java_data_class_034.java,mlcq,git@github.com:apache/james-project.git@fa24a096a5853459c3769a34ccc68feb91626bfa:/mailbox/store/src/main/java/org/apache/james/mailbox/store/mail/model/impl/SimpleMessage.java:35-133
java_data_class_035,java,data_class,java\data_class\java_data_class_035.java,mlcq,git@github.com:apache/camel.git@8a85a70643c4d6eec2d3abddeea44ecb06c2f486:/components/camel-slack/src/main/java/org/apache/camel/component/slack/helper/SlackMessage.java:78-241
java_data_class_036,java,data_class,java\data_class\java_data_class_036.java,mlcq,git@github.com:apache/hbase.git@44f8abd5c65c59e9d09f6ad14b3c825f145d8e4f:/hbase-common/src/main/java/org/apache/hadoop/hbase/io/encoding/BufferedDataBlockEncoder.java:282-478
java_data_class_037,java,data_class,java\data_class\java_data_class_037.java,mlcq,git@github.com:apache/hadoop-common.git@42a61a4fbc88303913c4681f0d40ffcc737e70b5:/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics2/MetricsTag.java:30-88
java_data_class_038,java,data_class,java\data_class\java_data_class_038.java,mlcq,git@github.com:apache/hadoop-common.git@42a61a4fbc88303913c4681f0d40ffcc737e70b5:/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/MapOutputCollector.java:40-64
java_data_class_039,java,data_class,java\data_class\java_data_class_039.java,mlcq,git@github.com:apache/airavata.git@391843a00eefa7b6213e845f2f044b4e042894d5:/modules/registry/registry-server/registry-api-stubs/src/main/java/org/apache/airavata/registry/api/RegistryService.java:72161-72513
java_data_class_040,java,data_class,java\data_class\java_data_class_040.java,mlcq,git@github.com:oracle/fastr.git@a1ee49060317621c0c9eceea8ec60040aca59b2d:/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/StableValue.java:28-50
java_data_class_041,java,data_class,java\data_class\java_data_class_041.java,mlcq,git@github.com:eclipse/birt.git@f89264810347de98702db45386a822aabc0fadbf:/UI/org.eclipse.birt.report.designer.ui/src/org/eclipse/birt/report/designer/ui/preferences/ItemContent.java:22-112
java_data_class_042,java,data_class,java\data_class\java_data_class_042.java,mlcq,git@github.com:SAP/SapMachine.git@6e62561730c46dc5000c39665c43951832192ceb:/src/jdk.net/macosx/classes/jdk/net/MacOSXSocketOptions.java:32-85
java_feature_envy_001,java,feature_envy,java\feature_envy\java_feature_envy_001.java,mlcq,git@github.com:apache/activemq-artemis.git@5bd5c610195d6f4a3dd1ac28170727003f8a5a54:/artemis-server/src/main/java/org/apache/activemq/artemis/core/management/impl/AddressControlImpl.java:347-363
java_feature_envy_002,java,feature_envy,java\feature_envy\java_feature_envy_002.java,mlcq,git@github.com:apache/aries-rsa.git@f5aa5ca62c3948d7e471c3a839089180650cf4f2:/provider/fastbin/src/main/java/org/apache/aries/rsa/provider/fastbin/tcp/TcpTransport.java:150-163
java_feature_envy_003,java,feature_envy,java\feature_envy\java_feature_envy_003.java,mlcq,git@github.com:apache/accumulo.git@f896c98c2356a52dfa2235d2cc02ae556ab17909:/proxy/src/main/java/org/apache/accumulo/proxy/thrift/AccumuloProxy.java:28634-28646
java_feature_envy_004,java,feature_envy,java\feature_envy\java_feature_envy_004.java,mlcq,git@github.com:apache/aries.git@52293d20268de7c98833846ded2b70d6476773de:/subsystem/subsystem-core/src/main/java/org/apache/aries/subsystem/core/internal/ResolveContext.java:158-179
java_feature_envy_005,java,feature_envy,java\feature_envy\java_feature_envy_005.java,mlcq,git@github.com:apache/asterixdb.git@223d13a06c4a4a58408aeac19674ac1f36f5ff35:/hyracks-fullstack/hyracks/hyracks-storage-am-lsm-rtree/src/main/java/org/apache/hyracks/storage/am/lsm/rtree/dataflow/LSMRTreeWithAntiMatterLocalResource.java:96-109
java_feature_envy_006,java,feature_envy,java\feature_envy\java_feature_envy_006.java,mlcq,git@github.com:apache/commons-net.git@fb7aae4c64f7d2bf6dced00c49c3ffc428b2d572:/src/main/java/org/apache/commons/net/discard/DiscardUDPClient.java:63-71
java_feature_envy_007,java,feature_envy,java\feature_envy\java_feature_envy_007.java,mlcq,git@github.com:apache/derby.git@bd246fc89d4fce3f82f8344074ecb8a4713418df:/java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/NormalizeResultSetNode.java:561-612
java_feature_envy_008,java,feature_envy,java\feature_envy\java_feature_envy_008.java,mlcq,git@github.com:apache/cxf.git@6bf89e9c8804c8845ec4d38583dd33eea8256439:/rt/rs/security/jose-parent/jose/src/main/java/org/apache/cxf/rs/security/jose/jwk/JwkUtils.java:448-469
java_feature_envy_009,java,feature_envy,java\feature_envy\java_feature_envy_009.java,mlcq,git@github.com:apache/drill.git@5e2251a9fd659b81ebfcd6702ee4ee16b3f7b6b3:/exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/WriterRecordBatch.java:138-156
java_feature_envy_010,java,feature_envy,java\feature_envy\java_feature_envy_010.java,mlcq,git@github.com:apache/incubator-sentry.git@4643f988a5e0ce2b9749e6365edea3a16482de86:/sentry-hdfs/sentry-hdfs-common/src/gen/thrift/gen-javabean/org/apache/sentry/hdfs/service/thrift/SentryHDFSService.java:1004-1010
java_feature_envy_011,java,feature_envy,java\feature_envy\java_feature_envy_011.java,mlcq,git@github.com:apache/jclouds.git@c2670079fabe74f163f43fbade0866469f7a84ec:/compute/src/main/java/org/jclouds/compute/predicates/OperatingSystemPredicates.java:38-59
java_feature_envy_012,java,feature_envy,java\feature_envy\java_feature_envy_012.java,mlcq,git@github.com:apache/nifi-registry.git@563bfeda9766b7fe9d4480c55ac7212679db10c8:/nifi-registry-core/nifi-registry-framework/src/main/java/org/apache/nifi/registry/provider/flow/git/GitFlowPersistenceProvider.java:332-349
java_feature_envy_013,java,feature_envy,java\feature_envy\java_feature_envy_013.java,mlcq,git@github.com:apache/olingo-odata2.git@c5e9fdf569b5e2e50f5670c91013db8f9ae1d950:/odata2-jpa-processor/jpa-api/src/main/java/org/apache/olingo/odata2/jpa/processor/api/ODataJPADefaultProcessor.java:270-297
java_feature_envy_014,java,feature_envy,java\feature_envy\java_feature_envy_014.java,mlcq,git@github.com:apache/nifi.git@c8eff590efa3babcda0b755009224dcac168708b:/nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-framework-core/src/main/java/org/apache/nifi/controller/repository/VolatileContentRepository.java:397-418
java_feature_envy_015,java,feature_envy,java\feature_envy\java_feature_envy_015.java,mlcq,git@github.com:apache/pulsar.git@044daf8d61328265640a5b3e5008fc04fac73efa:/pulsar-broker/src/main/java/org/apache/pulsar/broker/loadbalance/impl/SimpleLoadManagerImpl.java:1069-1074
java_feature_envy_016,java,feature_envy,java\feature_envy\java_feature_envy_016.java,mlcq,git@github.com:eclipse/concierge.git@4c73cacebc5ecbdef24d4256ab506359294f7a55:/framework/org.eclipse.concierge/src/org/eclipse/concierge/Resources.java:626-640
java_feature_envy_017,java,feature_envy,java\feature_envy\java_feature_envy_017.java,mlcq,git@github.com:eclipse/dawnsci.git@1131d5c65e9e8ea98141eecee1743cf1053544f4:/org.eclipse.dawnsci.analysis.dataset/src/org/eclipse/dawnsci/analysis/dataset/roi/fitting/EllipseFitter.java:486-512
java_feature_envy_018,java,feature_envy,java\feature_envy\java_feature_envy_018.java,mlcq,git@github.com:eclipse/kapua.git@11e610c657f7e473b52882833e33a2261bd3d67d:/console/module/device/src/main/java/org/eclipse/kapua/app/console/module/device/client/device/bundles/DeviceTabBundles.java:111-132
java_feature_envy_019,java,feature_envy,java\feature_envy\java_feature_envy_019.java,mlcq,git@github.com:apache/incubator-druid.git@8ca7cb4886dcaeeaaea3a06aceb9e6d50eeecab5:/processing/src/main/java/org/apache/druid/segment/virtual/ExpressionSelectors.java:311-327
java_feature_envy_020,java,feature_envy,java\feature_envy\java_feature_envy_020.java,mlcq,git@github.com:eclipse/xtext-extras.git@5634c291880cd46fe2f8e9a47e48ef88b85e8bda:/org.eclipse.xtext.common.types/src/org/eclipse/xtext/common/types/access/reflect/ReflectionTypeFactory.java:618-646
java_feature_envy_021,java,feature_envy,java\feature_envy\java_feature_envy_021.java,mlcq,git@github.com:apache/james-project.git@fa24a096a5853459c3769a34ccc68feb91626bfa:/mailbox/elasticsearch/src/main/java/org/apache/james/mailbox/elasticsearch/query/CriterionConverter.java:132-139
java_feature_envy_022,java,feature_envy,java\feature_envy\java_feature_envy_022.java,mlcq,git@github.com:apache/ignite.git@7a7c407ea41477aae8508bfe871b4e9a67e1b277:/modules/core/src/main/java/org/apache/ignite/internal/processors/platform/messaging/PlatformMessaging.java:185-195
java_feature_envy_023,java,feature_envy,java\feature_envy\java_feature_envy_023.java,mlcq,git@github.com:apache/hive.git@2fa22bf360898dc8fd1408bfcc96e1c6aeaf9a53:/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java:181787-181806
java_feature_envy_024,java,feature_envy,java\feature_envy\java_feature_envy_024.java,mlcq,git@github.com:eclipse/birt.git@f89264810347de98702db45386a822aabc0fadbf:/UI/org.eclipse.birt.report.designer.ui.data/src/org/eclipse/birt/report/designer/data/ui/actions/EditDataSourceAction.java:59-70
java_god_class_001,java,god_class,java\god_class\java_god_class_001.java,mlcq,git@github.com:apache/accumulo.git@f896c98c2356a52dfa2235d2cc02ae556ab17909:/iterator-test-harness/src/main/java/org/apache/accumulo/iteratortest/IteratorTestCaseFinder.java:35-81
java_god_class_002,java,god_class,java\god_class\java_god_class_002.java,mlcq,git@github.com:apache/calcite.git@a648f9c12309cc253628930b0cab98591caa66ab:/core/src/main/java/org/apache/calcite/util/ImmutableBitSet.java:46-1144
java_god_class_003,java,god_class,java\god_class\java_god_class_003.java,mlcq,git@github.com:apache/chukwa.git@65f6972859115a4ddad6def06475465f0971e9ae:/src/main/java/org/apache/hadoop/chukwa/util/ConstRateAdaptor.java:41-153
java_god_class_004,java,god_class,java\god_class\java_god_class_004.java,mlcq,git@github.com:apache/commons-bsf.git@88b2601a3caecc32aba38f2b3980d646e9a1b698:/src/main/java/org/apache/bsf/util/event/generator/EventAdapterGenerator.java:46-606
java_god_class_005,java,god_class,java\god_class\java_god_class_005.java,mlcq,git@github.com:apache/crunch.git@9b8849cfd89f1e7f187b99914163509060692aa5:/crunch-contrib/src/main/java/org/apache/crunch/contrib/text/AbstractSimpleExtractor.java:28-95
java_god_class_006,java,god_class,java\god_class\java_god_class_006.java,mlcq,git@github.com:apache/directory-server.git@310007cc1c7eb5415f93bed67d5553bc70980820:/protocol-ldap/src/main/java/org/apache/directory/server/ldap/LdapProtocolUtils.java:38-171
java_god_class_007,java,god_class,java\god_class\java_god_class_007.java,mlcq,git@github.com:apache/directory-studio.git@e8f15ea553a3ae7bebc2fe96d6a2864e188f8017:/plugins/apacheds.configuration/src/main/java/org/apache/directory/studio/apacheds/configuration/editor/PasswordPolicyDetailsPage.java:110-1248
java_god_class_008,java,god_class,java\god_class\java_god_class_008.java,mlcq,git@github.com:apache/drill.git@5e2251a9fd659b81ebfcd6702ee4ee16b3f7b6b3:/protocol/src/main/java/org/apache/drill/exec/proto/UserProtos.java:19445-20118
java_god_class_009,java,god_class,java\god_class\java_god_class_009.java,mlcq,git@github.com:apache/incubator-atlas.git@e0d2cdc27c32742ebecd24db4cca62dc04dcdf4b:/webapp/src/main/java/org/apache/atlas/web/dao/UserDao.java:44-135
java_god_class_010,java,god_class,java\god_class\java_god_class_010.java,mlcq,git@github.com:apache/jena.git@1cca775bbf0bb0fd3ee8ac55e31f0f30cdde3b77:/jena-arq/src/main/java/org/apache/jena/sparql/expr/ExprList.java:30-175
java_god_class_011,java,god_class,java\god_class\java_god_class_011.java,mlcq,git@github.com:apache/maven-scm.git@6f876b4dc33372a8527f09c23c6f698e04a771c6:/maven-scm-providers/maven-scm-provider-perforce/src/main/java/org/apache/maven/scm/provider/perforce/PerforceScmProvider.java:77-558
java_god_class_012,java,god_class,java\god_class\java_god_class_012.java,mlcq,git@github.com:apache/ode.git@b2ddc6436891f84f716ffcbed8c1cd1e374bd805:/bpel-nobj/src/main/java/org/apache/ode/bpel/obj/OAssign.java:393-437
java_god_class_013,java,god_class,java\god_class\java_god_class_013.java,mlcq,git@github.com:apache/oozie.git@491e73ee9f941dfb25dfe92121fb033295ef42ee:/core/src/main/java/org/apache/oozie/executor/jpa/CoordActionQueryExecutor.java:40-383
java_god_class_014,java,god_class,java\god_class\java_god_class_014.java,mlcq,git@github.com:apache/nifi.git@c8eff590efa3babcda0b755009224dcac168708b:/nifi-commons/nifi-flowfile-packager/src/main/java/org/apache/nifi/util/FlowFileUnpackagerV1.java:29-155
java_god_class_015,java,god_class,java\god_class\java_god_class_015.java,mlcq,git@github.com:apache/poi.git@351623a86924dab9c565e08e8cecfe151522c448:/src/scratchpad/src/org/apache/poi/hwpf/model/BookmarksTables.java:29-204
java_god_class_016,java,god_class,java\god_class\java_god_class_016.java,mlcq,git@github.com:apache/storm.git@dc56e32f3dcdd9396a827a85029d60ed97474786:/storm-client/src/jvm/org/apache/storm/stats/BoltExecutorStats.java:24-95
java_god_class_017,java,god_class,java\god_class\java_god_class_017.java,mlcq,git@github.com:apache/uima-uimaj.git@e79c33b5a3e4c25afb407e68e98df1829a68e5a7:/uimaj-tools/src/main/java/org/apache/uima/tools/AnnotationViewerMain.java:78-459
java_god_class_018,java,god_class,java\god_class\java_god_class_018.java,mlcq,git@github.com:apache/zeppelin.git@4219d552349f8f7f3e6de34505b8a8ae9835f98b:/zeppelin-zengine/src/main/java/org/apache/zeppelin/interpreter/RemoteInterpreterEventServer.java:66-485
java_god_class_019,java,god_class,java\god_class\java_god_class_019.java,mlcq,git@github.com:eclipse/che.git@c5498c2ac562cd8a2fc79a6bb0446d291f05a201:/ide/che-core-ide-app/src/main/java/org/eclipse/che/ide/actions/GoIntoAction.java:29-88
java_god_class_020,java,god_class,java\god_class\java_god_class_020.java,mlcq,git@github.com:eclipse/rdf4j.git@6f63df540e30b28e0c8880bea72f85cb88424b03:/queryparser/sparql/src/main/java/org/eclipse/rdf4j/query/parser/sparql/BaseDeclProcessor.java:31-129
java_god_class_021,java,god_class,java\god_class\java_god_class_021.java,mlcq,git@github.com:Microsoft/malmo.git@91b1a7a01ec0dd883f81a51048badac0398695f7:/Minecraft/src/main/java/com/microsoft/Malmo/MissionHandlers/VideoProducerImplementation.java:44-193
java_god_class_022,java,god_class,java\god_class\java_god_class_022.java,mlcq,git@github.com:oracle/oci-java-sdk.git@76e9cecd7b309d9f12e5efe96c74167c66a98872:/bmc-dns/src/main/java/com/oracle/bmc/dns/model/CreateZoneDetails.java:19-204
java_god_class_023,java,god_class,java\god_class\java_god_class_023.java,mlcq,git@github.com:Microsoft/team-explorer-everywhere.git@89ab2a4847aec8ec2afdf36c3f6287dd03bd558d:/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/wit/controls/QueryItemTreeControl.java:52-416
java_god_class_024,java,god_class,java\god_class\java_god_class_024.java,mlcq,git@github.com:Microsoft/team-explorer-everywhere.git@89ab2a4847aec8ec2afdf36c3f6287dd03bd558d:/source/com.microsoft.tfs.core.ws/generated-src/ms/tfs/workitemtracking/configurationsettingsservice/_03/_ConfigurationSettingsServiceSoapService.java:53-439
java_god_class_025,java,god_class,java\god_class\java_god_class_025.java,mlcq,git@github.com:yandex/clickhouse-jdbc.git@b0f66b311bd94a22bf6208918d438eff9c7d381c:/src/main/java/ru/yandex/clickhouse/response/ClickHouseScrollableResultSet.java:12-146
java_god_class_026,java,god_class,java\god_class\java_god_class_026.java,mlcq,git@github.com:apache/incubator-brooklyn.git@337a5d22d5e9c98cc96ea1085383cbed1ee0b741:/brooklyn-server/server-cli/src/main/java/org/apache/brooklyn/cli/Main.java:194-824
java_god_class_027,java,god_class,java\god_class\java_god_class_027.java,mlcq,git@github.com:apache/geode.git@8fd839e8b73e40bd2dfd14f331b587431bd35a66:/geode-core/src/distributedTest/java/org/apache/geode/internal/cache/persistence/PersistentReplicatedTestBase.java:42-242
java_god_class_028,java,god_class,java\god_class\java_god_class_028.java,mlcq,git@github.com:eclipse/xtext-core.git@e04964e4c2a3e0338c0079bd8333688835e77c31:/org.eclipse.xtext.util/src/org/eclipse/xtext/util/Strings.java:23-475
java_god_class_029,java,god_class,java\god_class\java_god_class_029.java,mlcq,git@github.com:apache/activemq.git@ccf56875b0660214e0a61bd2f8adc418143551fc:/activemq-broker/src/main/java/org/apache/activemq/broker/region/TopicSubscription.java:51-817
java_god_class_030,java,god_class,java\god_class\java_god_class_030.java,mlcq,git@github.com:apache/james-project.git@fa24a096a5853459c3769a34ccc68feb91626bfa:/server/data/data-library/src/main/java/org/apache/james/rrt/lib/AbstractRecipientRewriteTable.java:47-351
java_god_class_031,java,god_class,java\god_class\java_god_class_031.java,mlcq,git@github.com:apache/camel.git@8a85a70643c4d6eec2d3abddeea44ecb06c2f486:/components/camel-sql/src/main/java/org/apache/camel/component/sql/stored/template/generated/TokenMgrError.java:22-162
java_god_class_032,java,god_class,java\god_class\java_god_class_032.java,mlcq,git@github.com:apache/cloudstack.git@8d3feb100aab4a45b31a789f444038b892161eec:/server/src/main/java/com/cloud/usage/UsageServiceImpl.java:79-438
java_god_class_033,java,god_class,java\god_class\java_god_class_033.java,mlcq,git@github.com:apache/hbase.git@44f8abd5c65c59e9d09f6ad14b3c825f145d8e4f:/hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/SplitTableRegionProcedure.java:91-897
java_god_class_034,java,god_class,java\god_class\java_god_class_034.java,mlcq,git@github.com:apache/ignite.git@7a7c407ea41477aae8508bfe871b4e9a67e1b277:/modules/core/src/main/java/org/apache/ignite/internal/processors/cache/distributed/dht/atomic/GridNearAtomicSingleUpdateRequest.java:49-321
java_god_class_035,java,god_class,java\god_class\java_god_class_035.java,mlcq,git@github.com:apache/hadoop-common.git@42a61a4fbc88303913c4681f0d40ffcc737e70b5:/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics2/impl/MetricsSystemImpl.java:69-601
java_god_class_036,java,god_class,java\god_class\java_god_class_036.java,mlcq,git@github.com:apache/airavata.git@391843a00eefa7b6213e845f2f044b4e042894d5:/modules/registry/registry-server/registry-api-stubs/src/main/java/org/apache/airavata/registry/api/RegistryService.java:139622-139692
java_god_class_037,java,god_class,java\god_class\java_god_class_037.java,mlcq,git@github.com:apache/hive.git@2fa22bf360898dc8fd1408bfcc96e1c6aeaf9a53:/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java:233896-233981
java_god_class_038,java,god_class,java\god_class\java_god_class_038.java,mlcq,git@github.com:apache/hive.git@2fa22bf360898dc8fd1408bfcc96e1c6aeaf9a53:/llap-common/src/gen/protobuf/gen-java/org/apache/hadoop/hive/llap/plugin/rpc/LlapPluginProtocolProtos.java:286-435
java_god_class_039,java,god_class,java\god_class\java_god_class_039.java,mlcq,git@github.com:apache/lucene-solr.git@bca22d58e2d126ec6d349d375d3ea028892104e1:/lucene/core/src/java/org/apache/lucene/search/DocIdSetIterator.java:29-220
java_god_class_040,java,god_class,java\god_class\java_god_class_040.java,mlcq,git@github.com:oracle/fastr.git@a1ee49060317621c0c9eceea8ec60040aca59b2d:/com.oracle.truffle.r.nodes/src/com/oracle/truffle/r/nodes/control/WhileNode.java:42-114
